Prompt,Response
Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"Example 1:

Input:
N = 5
arr[] = {6, 7, 8, 1, 2, 3, 9, 10}
Output: 180
Explanation: The maximum product formed by
multiplying numbers of increasing subsequence
is (6 * 7 * 8 * 9 * 10).
Example 2:

Input:
N = 7
arr[] = {2, 3, 4, 5, 10, 3, 7}
Output: 1200
Explanation: The maximum product formed by
multiplying numbers of increasing subsequence
is (2 * 3 * 4 * 5 * 10 * 12 * 14).
Your Task:

You don't need to read input or print anything. Your task is to complete the function maxProduct() which takes the array arr[] and its size N as inputs and returns the maximum product formed by multiplying numbers of increasing subsequence.

Expected Time Complexity: O(N*N)
Expected Auxiliary Space: O(N*N)

Constraints:
1 ≤ N ≤ 500
1 ≤ arr[i] ≤ 200"
Write a function to find the pairwise addition of the neighboring elements of the given tuple.,"Input Format:

The first line of the input contains the number of test cases T.

The first line of each test case contains the number of elements in the tuple.

The second line of each test case contains the elements of the tuple separated by space.

Output Format:

For each test case, print the pairwise addition of the neighboring elements of the given tuple.

Sample Input:

1

4

1 2 3 4

Sample Output:

3 5 7

Explanation:

The pairwise addition of the neighboring elements of the given tuple is (1+2, 2+3, 3+4)."
Write a python function to find the product of the array multiplication modulo n.,"Input:

arr[] = {10, 3, 4, 2}
n = 13
Output:

2
Explanation:

10*3*4*2 = 240.
240 % 13 = 2"
Write a python function to check whether the given list contains consecutive numbers or not.,"Input:

[1,2,3,4,5,6,7,8,9]

Output:

True

Input:

[1,2,3,4,5,6,7,8,9,10]

Output:

False

Input:

[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]

Output:

True

Input:

[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]

Output:

False

Input:

[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]

Output:

True

Input:

[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]

Output:

False

Input:

[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,4"
Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"Input:

tuple_list = [(1, 2, 3, 4), (2, 3, 4, 5), (3, 4, 5, 6), (4, 5, 6, 7)]

Output:

(2, 3, 4)

Explanation:

The intersection of all the tuple elements is (2, 3, 4)."
Write a function to replace characters in a string.,"The function takes three arguments:

The string to be replaced
The character to be replaced
The character to replace with

Example:

replace(""Hello World"", ""o"", ""x"") returns ""Hellx Wxrld""

*/

function replace(str, old, neww) {
  return str.replace(old, neww);
}"
Write a function to sort a dictionary by value.,"Input:

{‘George’: 43, ‘John’: 24, ‘Paul’: 30, ‘Ringo’: 50}

Output:

[‘John’, ‘George’, ‘Paul’, ‘Ringo’]

""""""


def sort_dict_by_value(dictionary):
    return sorted(dictionary, key=dictionary.get)


print(sort_dict_by_value({'George': 43, 'John': 24, 'Paul': 30, 'Ringo': 50}))"
Write a python function to find the sum of the largest and smallest value in a given array.,"Input: [1,2,3,4,5]
Output: 6

Input: [2,4,6,8,10]
Output: 12

Input: [1]
Output: 2

Input: [1,2]
Output: 3

Input: [2,1]
Output: 3

Input: [1,2,3]
Output: 4

Input: [3,2,1]
Output: 4

Input: [-1,2,3]
Output: 2

Input: [1,-2,3]
Output: 2

Input: [1,2,-3]
Output: 2

Input: [-1,-2,-3]
Output: -4

Input: [1,-2,-3]
Output: -2

Input: [-1,2,-3]
Output: -2

Input: [1,2,3,-4]
Output: 0

Input: [1,2,3,-4,-5]
Output: -1

Input: [1,2,3,-4,-5,6]
Output: 1

Input: [1,2,3,-4,-5,6,7]
Output: 2

Input: [1,2,3,-4,-5,6,7,-8]
Output: -3

Input: [1,2,3,-4,-5,6,7,-8,9]
Output: 3

Input: [1,2,3,-4,-5,6,7,-8,9,10]
Output: 5

Input: [1,2,3,-4,-5,6,7,-8,9,10,-11]
Output: -6

Input: [1,2,3,-4,-5,6,7,-8,9,10,-11,-12]
Output: -7

Input: [1,2,3,-4,-5,6,7,-8,9,10,-11,-12,-13]
Output: -8

Input: [1,2,3,-4,-5,6,7,-8,9"
Write a python function to convert the given string to lower case.,"Sample Input:

STRIKE

Sample Output:

strike"
Write a function to remove lowercase substrings from a given string.,"Example:

removeLowercaseSubstrings(""abcABC"") ➞ ""ABC""

removeLowercaseSubstrings(""abcabc"") ➞ """"

removeLowercaseSubstrings(""Abcabc"") ➞ ""Abcabc""

removeLowercaseSubstrings(""fuuuUuu"") ➞ """"

removeLowercaseSubstrings(""FuuuUuu"") ➞ ""FuuuUuu""

removeLowercaseSubstrings("""") ➞ """"

Notes

N/A

*/

#include <assert.h>
#include <stdio.h>
#include <string.h>
#include <ctype.h>
#include ""uthash.h""

char *
removeLowercaseSubstrings(const char *s)
{
	static char b[128];
	size_t i, j, k;

	b[0] = '\0';
	for (i = 0, j = 0; s[i]; i++) {
		if (islower(s[i]))
			continue;
		for (k = j; k > 0 && b[k - 1] != s[i]; k--)
			;
		if (k == 0)
			b[j++] = s[i];
	}
	b[j] = '\0';
	return b;
}

void
test(const char *s, const char *r)
{
	char b[128];

	strcpy(b, removeLowercaseSubstrings(s));
	printf(""%s\n"", b);
	assert(!strcmp(b, r));
}

int
main(void)
{
	test(""abcABC"", ""ABC"");
	test(""abcabc"", """");
	test(""Abcabc"", ""Abcabc"");
	test(""fuuuUuu"", """");
	test(""FuuuUuu"", ""FuuuUuu"");
	test("""", """");

	return 0;
}"
Write a python function to find the first digit of a given number.,"Sample Input:

12345

Sample Output:

1

Explanation:

The first digit of the number 12345 is 1."
Write a python function which takes a list of integers and only returns the odd ones.,"Example:

Input: [1, 2, 7, 9, 11]

Output: [1, 7, 9, 11]


def odd_numbers(numbers):
    return [number for number in numbers if number % 2 != 0]


print(odd_numbers([1, 2, 7, 9, 11]))"
Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.,"Input:

n=5

Output:

difference=124

Explanation:

(1^3+2^3+3^3+4^3+5^3)-(1+2+3+4+5)

=(1+8+27+64+125)-(1+2+3+4+5)

=124"
Write a python function to count the number of pairs whose xor value is odd.,"Input Format

First line contains an integer N.

Next line contains N space separated integers.

Output Format

Print the number of pairs whose xor value is odd.

Sample Input

5
1 2 3 4 5
Sample Output

4
Explanation

Pairs whose xor value is odd are (1, 3), (1, 5), (2, 4), (3, 5)"
Write a function to toggle the case of all characters in a string.,"Example:

Input: ""AaBbCc""
Output: ""aAbBcC""

Input: ""AaBbCcDd""
Output: ""aAbBcCdD""

Input: ""AaBbCcDdEe""
Output: ""aAbBcCdDeE""

Input: ""AaBbCcDdEeFf""
Output: ""aAbBcCdDeEfF""

Input: ""AaBbCcDdEeFfGg""
Output: ""aAbBcCdDeEfFgG""

Input: ""AaBbCcDdEeFfGgHh""
Output: ""aAbBcCdDeEfFgGhH""

Input: ""AaBbCcDdEeFfGgHhIi""
Output: ""aAbBcCdDeEfFgGhHiI""

Input: ""AaBbCcDdEeFfGgHhIiJj""
Output: ""aAbBcCdDeEfFgGhHiIjJ""

Input: ""AaBbCcDdEeFfGgHhIiJjKk""
Output: ""aAbBcCdDeEfFgGhHiIjJkK""

Input: ""AaBbCcDdEeFfGgHhIiJjKkLl""
Output: ""aAbBcCdDeEfFgGhHiIjJkKlL""

Input: ""AaBbCcDdEeFfGgHhIiJjKkLlMm""
Output: ""aAbBcCdDeEfFgGhHiIjJkKlLmM""

Input: ""AaBbCcDdEeFfGgHhIiJjKkLlMmNn""
Output: ""aAbBcCdDeEfFgG"
Write a python function to find the sum of the per-digit difference between two integers.,"Input:

First line of input contains a single integer T which denotes the number of test cases.

The first line of each test case contains two space separated integers A and B.

Output:

For each test case, print the sum of the per-digit difference between the two integers.

Constraints:

1 <= T <= 100

1 <= A, B <= 10^18

Example:

Input:

2

123 1234

1234 123

Output:

1

1

Explanation:

Test Case 1:

The per-digit difference between 123 and 1234 is 1 - 2 + 3 - 4 = 1.

Test Case 2:

The per-digit difference between 1234 and 123 is 1 - 2 + 3 - 4 = 1."
Write a function to find the sum of the largest contiguous sublist in the given list.,"Example:

Input: [-1, 3, -1, 8, 5, 4]
Output: 17
Explanation: [8, 5, 4] is the largest sublist with sum = 17

Input: [1, 0, 3, 7, 0, 17, 2, 1, 6]
Output: 23
Explanation: [7, 0, 17, 2, 1, 6] is the largest sublist with sum = 23

Input: [1, 2, 3]
Output: 6
Explanation: [1, 2, 3] is the largest sublist with sum = 6

Input: [-1, -2, -3]
Output: -1
Explanation: [-1] is the largest sublist with sum = -1"
Write a function to find the union of the elements of two given tuples and output them in sorted order.,"Sample Input

(1, 2, 3, 4, 5)
(2, 3, 4, 5, 6)
Sample Output

(1, 2, 3, 4, 5, 6)"
Write a python function to find the length of the longest sublists.,"Input:

[1,2,3,4,5,6,7,8,9,10]

Output:

5

Explanation:

The longest sublist is [1,2,3,4,5]"
Write a function to extract values between quotation marks from a string.,"Example:

Input: ""name = 'John' age = '21' country = 'USA'""
Output: ['John', '21', 'USA']"
Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.,"Input Format

The first line contains an integer N, the number of elements in the list.
The second line contains N space-separated integers.

Constraints

1 <= N <= 1000
1 <= A[i] <= 1000

Output Format

Print the number of unordered pairs where both elements are unequal.

Sample Input 0

5
1 2 3 4 5
Sample Output 0

10
Explanation 0

The possible unordered pairs are:
(1,2)
(1,3)
(1,4)
(1,5)
(2,3)
(2,4)
(2,5)
(3,4)
(3,5)
(4,5)

Sample Input 1

3
1 1 1
Sample Output 1

0
Explanation 1

The only possible unordered pair is (1,1).

Sample Input 2

4
1 2 3 4
Sample Output 2

6
Explanation 2

The possible unordered pairs are:
(1,2)
(1,3)
(1,4)
(2,3)
(2,4)
(3,4)"
Write a python function to split a string into characters.,"Sample Input:

'hello'

Sample Output:

['h', 'e', 'l', 'l', 'o']"
Write a function to get the sum of the digits of a non-negative integer.,"Example:

Input: 123
Output: 6

*/"
Write a function to check whether a specified list is sorted or not.,"def is_sorted(lst):
    return all(lst[i] <= lst[i+1] for i in range(len(lst)-1))"
Write a function to create a list of N empty dictionaries.,"Sample Input:

2
Sample Output:

[{}, {}]
Explanation:

The list contains 2 empty dictionaries."
Write a function to sort each sublist of strings in a given list of lists.,"Example:

Input: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are already sorted.

Input: [['c', 'b', 'a'], ['f', 'e', 'd'], ['i', 'h', 'g']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are sorted in reverse alphabetical order.

Input: [['a', 'c', 'b'], ['d', 'f', 'e'], ['g', 'i', 'h']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are sorted in alphabetical order.

Input: [['c', 'a', 'b'], ['f', 'd', 'e'], ['h', 'i', 'g']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are sorted in reverse alphabetical order.

Input: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are already sorted.

Input: [['c', 'b', 'a'], ['f', 'e', 'd'], ['i', 'h', 'g']]
Output: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i']]

Explanation: The sublists are sorted in reverse alphabetical order.

Input: [['a', 'c', 'b'], ['d', 'f', '"
Write a python function to remove duplicate numbers from a given number of lists.,"Input:

[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]

[2, 4, 6, 8]

[1, 3, 5, 7, 9]

Output:

[5, 7]"
Write a python function to calculate the product of the unique numbers in a given list.,"Input
[1,2,3,4,5,6,7,8,9,10]

Output
945

Explanation
The unique numbers are [2,3,4,5,6,7,8,9,10]

The product of the unique numbers is 945"
Write a function to find the surface area of a cylinder.,"The function is expected to return a DOUBLE.
The function accepts following parameters:
1. INTEGER h
2. INTEGER r

*/

function surfaceArea(h, r) {
  return 2 * Math.PI * r * (r + h);
}

console.log(surfaceArea(3, 2));"
Write a python function to check whether a list is sublist of another or not.,"def is_sublist(l1,l2):
    for i in l1:
        if i not in l2:
            return False
    return True

l1=[1,2,3,4,5]
l2=[1,2,3,4,5,6,7,8,9]
print(is_sublist(l1,l2))"
Write a python function to find the last digit in factorial of a given number.,"Your function should accept one positive integer 'n' and return the last non zero digit in factorial of 'n'.

Example:

Input: 5

Output: 2

Explanation: Factorial of 5 is 120. Last digit of 120 is 2."
Write a function to interleave 3 lists of the same length into a single flat list.,
Write a function to find the dissimilar elements in the given two tuples.,"Input:

tuple1 = (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)

tuple2 = (1, 2, 3, 10, 11, 12)

Output:

(4, 5, 6, 7, 8, 9, 11, 12)"
Write a function to remove uneven elements in the nested mixed tuple.,"Example:

Input:

(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)

Output:

(2, 4, 6, 8, 10)"
Write a python function to find the surface area of a square pyramid with a given base edge and height.,
Write a function to check if a dictionary is empty,"or not.

def is_empty(d):
    return len(d) == 0"
Write a function which returns nth catalan number.,"Catalan number is a mathematical sequence that arises frequently in theoretical computer science.

The first few Catalan numbers for n = 0, 1, 2, 3, … are 1, 1, 2, 5, 14, 42, 132, 429, 1430, 4862, …

Examples

catalan(0) ➞ 1

catalan(5) ➞ 42

catalan(10) ➞ 16796

catalan(15) ➞ 9694845
Notes

Inputs will be whole numbers."
Write a function to find the first adverb ending with ly and its positions in a given string.,"Input:

A string

Output:

A list of tuples containing the adverb and its position in the string.

Sample Input:

""I am happy and I am learning""

Sample Output:

[('happy', 3), ('learning', 7)]

Explanation:

The first adverb ending with ly is happy and its position is 3. The second adverb ending with ly is learning and its position is 7."
Write a function to find the n most expensive items in a given dataset.,"The function should take two arguments:

1. The dataset
2. The number of items to return

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of the item and the price.

The function should return a list of the n most expensive items.

The dataset is a list of dictionaries. Each dictionary contains the name of"
Write a python function to split a list at the nth eelment and add the first part to the end.,"Sample Input

[1, 2, 3, 4, 5, 6]

Sample Output

[2, 3, 4, 5, 6, 1]

Explanation

The list was split at the 0th index, so the first element is removed and added to the end."
